epoch,train_loss,val_metric,lr,is_best
1,0.588190,0.553254,0.00002000,True
2,0.590799,0.569614,0.00003000,True
3,0.594429,0.497738,0.00004000,False
4,0.590425,0.465454,0.00005000,False
5,0.591354,0.546815,0.00005000,False
6,0.588351,0.511051,0.00004999,False
7,0.587453,0.562478,0.00004998,False
8,0.585411,0.564654,0.00004995,False
9,0.586815,0.497738,0.00004991,False
10,0.584646,0.549078,0.00004985,False
11,0.586985,0.478594,0.00004979,False
12,0.589788,0.492691,0.00004971,False
13,0.583429,0.576488,0.00004963,True
14,0.582871,0.610599,0.00004953,True
15,0.583443,0.575705,0.00004942,False
16,0.582137,0.560042,0.00004929,False
17,0.586559,0.513923,0.00004916,False
18,0.583283,0.592673,0.00004901,False
19,0.585389,0.567351,0.00004886,False
20,0.583570,0.487470,0.00004869,False
21,0.585021,0.481813,0.00004851,False
22,0.588816,0.521754,0.00004832,False
23,0.583970,0.533241,0.00004812,False
24,0.583077,0.506265,0.00004791,False
25,0.582931,0.550905,0.00004769,False
26,0.581432,0.520449,0.00004746,False
27,0.583909,0.506961,0.00004721,False
28,0.586338,0.447616,0.00004696,False
29,0.585454,0.591107,0.00004670,False
30,0.586368,0.532283,0.00004642,False
31,0.584585,0.512617,0.00004614,False
32,0.582149,0.581709,0.00004584,False
33,0.583886,0.565176,0.00004554,False
34,0.586994,0.509746,0.00004523,False
35,0.582479,0.467630,0.00004490,False
36,0.582969,0.496432,0.00004457,False
37,0.585378,0.460668,0.00004423,False
38,0.583596,0.429081,0.00004388,False
39,0.586763,0.460929,0.00004352,False
40,0.581730,0.510529,0.00004315,False
41,0.580972,0.465628,0.00004277,False
42,0.584012,0.502175,0.00004239,False
43,0.583523,0.509224,0.00004199,False
44,0.581337,0.452663,0.00004159,False
45,0.584206,0.445266,0.00004118,False
46,0.583635,0.454490,0.00004077,False
47,0.583772,0.529847,0.00004034,False
48,0.581968,0.619300,0.00003991,True
49,0.586049,0.575792,0.00003947,False
50,0.582528,0.497215,0.00003903,False
51,0.581820,0.532022,0.00003858,False
52,0.585903,0.530369,0.00003812,False
53,0.581295,0.590585,0.00003766,False
54,0.583477,0.557257,0.00003719,False
55,0.582530,0.599548,0.00003671,False
56,0.582398,0.517142,0.00003623,False
57,0.581972,0.510877,0.00003574,False
58,0.584338,0.460146,0.00003525,False
59,0.581572,0.533676,0.00003475,False
60,0.582407,0.510355,0.00003425,False
61,0.581620,0.497564,0.00003375,False
62,0.585252,0.444831,0.00003324,False
63,0.580855,0.464236,0.00003273,False
64,0.581226,0.478768,0.00003221,False
65,0.580890,0.540637,0.00003169,False
66,0.580670,0.545423,0.00003116,False
67,0.583614,0.557692,0.00003064,False
68,0.583134,0.573442,0.00003011,False
69,0.583986,0.529760,0.00002958,False
70,0.583189,0.504438,0.00002904,False
71,0.582676,0.483380,0.00002851,False
72,0.582005,0.472155,0.00002797,False
73,0.582608,0.470675,0.00002743,False
74,0.580900,0.464497,0.00002689,False
75,0.582031,0.469544,0.00002635,False
76,0.582403,0.485990,0.00002581,False
77,0.580009,0.473721,0.00002527,False
78,0.581957,0.493387,0.00002473,False
79,0.582411,0.528455,0.00002419,False
80,0.580663,0.523321,0.00002365,False
81,0.582441,0.522624,0.00002311,False
82,0.580133,0.526105,0.00002257,False
83,0.582111,0.526540,0.00002203,False
84,0.581868,0.483989,0.00002149,False
85,0.584913,0.484772,0.00002096,False
86,0.582900,0.477376,0.00002042,False
87,0.582747,0.472764,0.00001989,False
88,0.582446,0.460059,0.00001936,False
89,0.583850,0.462496,0.00001884,False
90,0.581776,0.464410,0.00001831,False
91,0.581771,0.435520,0.00001779,False
92,0.579973,0.445440,0.00001727,False
93,0.583042,0.445005,0.00001676,False
94,0.580324,0.476331,0.00001625,False
95,0.581325,0.477811,0.00001575,False
96,0.583578,0.488862,0.00001525,False
97,0.581291,0.516533,0.00001475,False
98,0.583171,0.530369,0.00001426,False
99,0.583569,0.508180,0.00001377,False
100,0.582473,0.500783,0.00001329,False
101,0.582032,0.498782,0.00001281,False
102,0.582393,0.504873,0.00001234,False
103,0.580448,0.500696,0.00001188,False
104,0.582997,0.512356,0.00001142,False
105,0.583068,0.503742,0.00001097,False
106,0.582006,0.498521,0.00001053,False
107,0.582074,0.523582,0.00001009,False
108,0.582583,0.549948,0.00000966,False
109,0.581588,0.511573,0.00000923,False
110,0.579740,0.520536,0.00000882,False
111,0.581647,0.558214,0.00000841,False
112,0.580790,0.522537,0.00000801,False
113,0.584149,0.560303,0.00000761,False
114,0.583525,0.546902,0.00000723,False
115,0.581697,0.531848,0.00000685,False
116,0.583665,0.527323,0.00000648,False
117,0.581697,0.522537,0.00000612,False
118,0.583150,0.523495,0.00000577,False
119,0.582563,0.546728,0.00000543,False
120,0.581537,0.545858,0.00000510,False
121,0.583337,0.549774,0.00000477,False
122,0.581385,0.552123,0.00000446,False
123,0.582613,0.549513,0.00000416,False
124,0.580808,0.514271,0.00000386,False
125,0.583419,0.512966,0.00000358,False
126,0.581850,0.519231,0.00000330,False
127,0.581853,0.519492,0.00000304,False
128,0.580866,0.522624,0.00000279,False
129,0.581014,0.524278,0.00000254,False
130,0.581926,0.525322,0.00000231,False
131,0.581981,0.530717,0.00000209,False
132,0.581958,0.528803,0.00000188,False
133,0.582660,0.532805,0.00000168,False
134,0.582086,0.529238,0.00000149,False
135,0.581829,0.529760,0.00000131,False
136,0.580398,0.528107,0.00000114,False
137,0.581584,0.533415,0.00000099,False
138,0.581717,0.530543,0.00000084,False
139,0.583731,0.529238,0.00000071,False
140,0.583429,0.531239,0.00000058,False
141,0.581353,0.530630,0.00000047,False
142,0.582892,0.530630,0.00000037,False
143,0.582150,0.532196,0.00000029,False
144,0.581811,0.531152,0.00000021,False
145,0.582509,0.530543,0.00000015,False
146,0.583681,0.528542,0.00000009,False
147,0.582158,0.528890,0.00000005,False
148,0.582529,0.529760,0.00000002,False
149,0.583112,0.532544,0.00000001,False
150,0.580848,0.531413,0.00000000,False
